Occupation,Age,Dependents,Income,Additional_Income,Credit_Score,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings
Retired,45,3,35498.75,2929.33,680.0,5582.22,5716.49,1000.0,2800.99,1050.21,2004.24,722.46,1946.71,1000.0,1015.52,579.09,10526.55
Unemployed,66,4,13374.04,1262.18,573.0,5376.51,0.0,1000.0,2000.0,1938.59,500.0,500.0,1606.31,1000.0,297.11,500.0,5000.0
BusinessOwner,51,3,102604.47,4803.85,625.0,19213.53,9373.53,4872.21,8027.5,6629.96,3493.0,2780.89,5182.48,4390.82,3414.56,2293.86,17212.88
Freelancer,29,0,57491.22,3214.48,601.0,9885.49,6286.64,2238.34,4567.85,2884.14,1746.21,1084.91,3173.65,1625.17,2789.33,1140.65,11645.07
Unemployed,35,2,620.29,12.2,593.0,2000.0,0.0,1000.0,2000.0,1000.0,692.06,500.0,1500.0,1000.0,89.73,500.0,5000.0
Salaried Employee,26,0,24585.79,1955.52,728.0,6288.34,218.31,3100.36,2295.93,1418.97,709.84,500.0,1613.26,1208.7,838.4,906.74,5000.0
Unemployed,36,2,11092.08,295.54,540.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,628.55,1500.0,1000.0,345.45,500.0,5000.0
Freelancer,42,2,69885.59,3797.27,779.0,16309.86,8070.05,5935.5,6387.33,4541.3,2579.93,1905.95,3529.99,4521.2,3343.98,1457.96,17536.48
Unemployed,45,3,5590.87,156.85,716.0,2180.12,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Salaried Employee,40,2,90922.79,3475.31,737.0,13828.13,13483.18,4638.19,6828.05,5180.36,3771.12,3362.73,5062.63,5088.31,2707.03,2019.76,15351.49
Unemployed,41,1,6292.73,209.26,613.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,836.29,1500.0,1000.0,1213.19,500.0,5000.0
BusinessOwner,26,1,109666.97,4150.07,638.0,20809.71,9584.52,8013.28,8448.03,6180.46,3972.59,3148.95,4341.73,3128.11,3392.92,2578.46,27961.87
BusinessOwner,33,1,103700.25,4066.87,535.0,21698.77,9521.94,4191.42,8132.7,6757.28,4490.84,2795.58,5078.3,3251.94,3906.95,2088.07,30496.28
Salaried Employee,34,0,66079.24,2579.38,608.0,7966.21,6972.63,2183.54,6287.55,5460.01,2323.57,1550.16,3538.23,3594.47,1344.48,776.7,19272.39
Freelancer,26,1,83164.48,5544.3,689.0,21730.91,7611.14,3403.36,6499.37,4386.43,3248.44,2841.32,4234.36,4731.46,2351.23,1153.25,10482.51
BusinessOwner,28,0,58955.9,1645.03,754.0,12853.23,6814.09,2979.94,4896.58,2205.25,2701.62,1666.32,3563.9,1732.49,2807.78,1399.82,8519.6
Retired,67,5,51173.93,2784.42,561.0,10532.54,3649.51,1000.0,4364.58,1469.04,1726.05,1341.97,2777.38,1678.5,1061.78,852.42,7666.4
BusinessOwner,27,1,111564.12,8295.82,621.0,24675.96,9084.02,5600.55,8424.82,6573.47,4177.89,2940.09,5296.28,3527.38,3241.01,2362.31,17047.33
BusinessOwner,69,5,101795.95,4044.97,638.0,25000.0,7482.27,6783.34,7716.13,5577.23,4367.67,2669.05,3927.09,2622.53,3233.56,2070.19,22005.5
Freelancer,42,1,90593.42,3228.9,538.0,19860.18,5723.98,4681.08,6644.46,5601.89,3194.87,2877.83,4411.01,4198.47,2025.39,1761.82,15551.25
Unemployed,48,3,10324.73,468.63,697.0,3962.57,255.37,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,20.07,500.0,5000.0
BusinessOwner,37,2,104022.55,7655.49,592.0,21065.89,9950.78,4582.97,6896.79,4958.78,4438.77,3618.11,5005.1,4169.29,3199.52,1820.83,30710.99
Salaried Employee,50,3,87123.86,4694.42,634.0,17141.72,7765.23,5254.7,7242.2,3775.52,4512.0,2346.79,4370.35,2364.91,2646.39,1737.74,17396.62
Unemployed,49,2,11100.86,437.1,614.0,2000.0,2975.19,1000.0,2000.0,1000.0,746.74,500.0,1500.0,1756.0,1229.27,500.0,5000.0
Retired,58,3,46702.68,2787.1,587.0,7688.31,6512.31,4181.53,3810.12,2910.5,2104.43,732.59,1827.49,1465.42,2480.1,822.38,12815.53
Freelancer,54,3,89158.89,2492.36,649.0,16457.75,8413.68,6391.3,6424.58,5008.88,3831.76,2668.58,4769.56,3993.26,2075.51,1686.08,15822.55
Retired,37,1,17132.57,1090.1,633.0,2000.0,0.0,1113.38,2000.0,1000.0,500.0,500.0,1675.19,1000.0,591.86,500.0,5000.0
Unemployed,61,4,21643.43,1259.04,620.0,4176.94,1314.29,1070.66,2000.0,1675.72,923.54,624.26,1500.0,1000.0,1121.28,709.52,5000.0
Unemployed,58,4,2160.05,94.7,592.0,2000.0,0.0,1138.66,2000.0,1147.12,500.0,800.66,1500.0,1000.0,1126.24,500.0,5000.0
Unemployed,36,2,16072.49,534.06,676.0,3596.33,621.55,1898.42,2000.0,1186.74,803.69,571.02,1500.0,1000.0,985.12,628.56,5000.0
Salaried Employee,33,1,40184.05,1296.59,782.0,7964.15,2971.83,1203.21,3619.85,1733.06,1665.62,808.19,1500.0,1731.08,1409.16,1265.04,8216.09
Unemployed,50,3,5454.2,331.05,661.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,630.21,500.0,5000.0
Retired,43,2,30186.24,2251.28,730.0,4992.98,2438.81,1000.0,2777.44,1000.0,1051.72,1203.15,1735.45,1000.0,1377.23,764.07,6827.65
Unemployed,54,3,5544.63,206.56,539.0,7262.65,0.0,1000.0,2000.0,1179.05,500.0,815.69,1500.0,1000.0,0.0,500.0,5000.0
Salaried Employee,63,3,90241.55,5339.39,663.0,20768.54,9336.64,5178.71,8170.6,5479.97,2995.75,2848.21,4415.08,3700.67,2842.21,2064.44,19904.4
Unemployed,64,3,11336.17,93.63,562.0,2000.0,1674.17,1000.0,2339.5,1000.0,500.0,684.44,1500.0,1000.0,1361.5,500.0,5000.0
Retired,53,2,44571.86,1707.44,532.0,9380.11,3091.22,1773.39,3114.75,2433.77,2478.29,1642.02,1797.95,1840.75,1192.01,1186.81,9360.05
BusinessOwner,22,0,112937.1,5576.7,591.0,21371.41,13200.31,4299.6,10447.08,7146.87,4676.89,4097.65,5468.64,3498.91,3478.73,2442.97,27993.77
Unemployed,56,3,21392.81,680.43,745.0,2249.6,669.19,1000.0,2000.0,1017.13,845.25,500.0,1500.0,1000.0,472.02,500.0,5000.0
BusinessOwner,62,3,100248.46,3134.76,726.0,17369.55,7598.14,5563.44,7723.64,5794.19,4958.0,3341.06,4915.03,2238.52,1387.75,2273.72,18639.73
Salaried Employee,59,3,87601.04,3210.09,669.0,18384.64,9331.27,3646.57,7171.62,4276.54,2823.62,3119.9,4227.4,4158.07,2642.44,1779.46,17001.02
Freelancer,45,3,39960.69,2231.56,527.0,6629.38,2769.96,1697.21,2905.82,2850.87,1043.7,529.46,2147.63,2260.55,1410.08,767.37,6964.61
Salaried Employee,42,2,69374.26,3208.8,634.0,15810.5,7419.36,1841.4,5749.46,3643.68,3631.33,1638.39,3156.91,3449.81,1722.48,1244.63,16996.1
Unemployed,63,4,19716.26,103.22,674.0,5930.82,0.0,1172.8,2000.0,1000.0,811.63,500.0,1500.0,1034.08,0.0,500.0,5000.0
BusinessOwner,58,4,166898.65,1266.09,664.0,25000.0,18778.55,8300.66,13232.52,9716.91,6554.65,4642.56,8178.24,4969.45,4390.53,3636.91,28744.95
BusinessOwner,34,0,61506.93,2328.82,502.0,10596.61,7159.13,2346.39,5563.35,4475.34,1860.68,1604.35,2909.6,1638.91,2380.14,1496.82,10118.14
Retired,68,4,34859.19,2062.05,579.0,7922.57,1235.2,1553.95,2760.2,1782.01,1618.22,1167.08,1783.14,1530.7,2426.54,803.2,8875.25
BusinessOwner,23,0,83086.07,411.28,645.0,17882.12,6090.44,4334.6,6717.68,6375.55,3595.67,2925.42,4174.56,3431.86,3460.29,1841.61,14571.45
Retired,48,3,38044.72,1521.99,693.0,6660.59,6312.87,1087.37,3281.21,2625.86,974.54,1682.0,2282.82,1343.59,200.3,1142.4,8484.06
Freelancer,41,1,53120.1,2096.92,474.0,9080.48,4205.94,1179.74,4834.94,3458.21,2054.67,1174.69,2595.68,2419.94,2191.84,1017.41,15871.5
Unemployed,44,2,13817.15,1074.51,637.0,5982.47,130.44,2496.43,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
Salaried Employee,32,1,26733.47,1130.81,661.0,5801.69,0.0,1000.0,2430.94,1549.38,1197.33,1459.92,1500.0,1165.96,394.42,925.01,6833.16
Freelancer,37,2,63968.04,3688.38,718.0,14065.54,5870.64,3101.64,4983.37,3627.34,1999.1,2242.41,2841.07,2047.47,1595.66,1120.43,18139.27
BusinessOwner,52,3,126461.67,6680.36,705.0,23648.18,12304.59,7333.92,10200.25,7345.88,5684.44,3835.28,6143.13,5844.08,4288.1,2322.13,31787.35
BusinessOwner,35,1,94668.58,699.47,697.0,16495.15,10540.1,8262.48,8103.46,6104.81,4244.66,3076.73,5749.01,3442.13,3511.53,1354.51,18854.19
Freelancer,64,4,71628.64,4681.94,586.0,13186.83,5064.25,2336.95,5133.2,3549.05,2683.56,2133.96,3125.09,1800.63,2080.24,1603.96,16625.39
BusinessOwner,61,4,114310.28,6207.95,497.0,22614.01,9150.6,6165.34,8638.5,5997.9,4464.2,3691.6,5576.19,3955.61,3372.56,1799.77,15504.03
Freelancer,63,3,78037.16,4695.13,619.0,13478.99,8480.16,3194.31,5275.26,3783.67,3053.28,2173.08,3708.11,2842.71,2666.1,1335.67,12563.81
Unemployed,21,0,24606.32,3162.52,730.0,4901.57,3970.73,1000.0,2000.0,3112.9,595.1,872.59,1500.0,1779.46,1135.79,668.6,5000.0
Retired,54,3,34632.74,288.07,761.0,3549.54,1106.55,1011.43,3435.84,2502.24,1163.6,500.0,1566.02,1351.5,1862.34,909.23,10806.48
Freelancer,61,3,110013.42,9295.47,707.0,19762.59,12623.61,4375.02,8740.78,6844.4,4265.4,2956.51,5640.29,4251.62,2401.34,2004.76,17532.92
Retired,53,3,42419.45,1877.11,684.0,9825.71,4298.26,2079.68,2723.49,1699.16,2503.21,934.08,1500.0,1000.0,1286.6,808.14,6728.83
Retired,49,3,32887.03,1833.34,680.0,7784.99,4926.41,1000.0,2388.12,2471.9,1788.79,799.42,2162.94,1943.87,238.99,500.0,5000.0
Freelancer,32,0,36287.15,1781.33,606.0,6473.68,3523.38,2761.16,2159.04,2083.97,1918.81,625.36,2130.65,1000.0,1052.95,561.22,8273.13
Salaried Employee,32,1,67995.04,2822.83,640.0,11563.48,3016.09,3454.75,4877.01,4251.04,2904.76,1773.08,2778.32,2639.78,1881.53,1439.77,14083.89
Unemployed,37,2,16976.22,655.34,784.0,2000.0,1469.67,1271.25,2000.0,1000.0,500.0,500.0,1500.0,1863.2,476.56,500.0,5000.0
BusinessOwner,51,3,120081.68,6795.44,575.0,23269.8,13598.38,5537.9,9019.6,7333.12,4782.52,3876.8,5515.55,5210.28,3042.63,2328.37,28046.63
Salaried Employee,51,3,83401.64,1639.39,779.0,17969.37,6999.55,3802.88,7228.45,4665.03,3821.31,2460.79,4048.75,2033.46,1460.95,1228.62,10923.99
Retired,54,2,41641.35,2707.17,624.0,10184.76,3582.19,2369.63,3295.75,1885.99,1036.52,500.0,3372.21,1000.0,0.0,1172.71,6647.46
Freelancer,58,3,46639.18,1943.74,756.0,8334.77,4399.72,1167.91,3773.93,3385.64,2183.84,981.76,2603.59,1814.12,1307.35,1085.8,12511.73
Retired,65,5,28330.91,776.23,537.0,3359.2,0.0,1058.56,2127.29,1000.0,2294.54,1018.23,1500.0,1000.0,548.23,804.49,5378.2
Unemployed,48,2,4755.84,194.99,697.0,2000.0,2982.61,1000.0,2000.0,1000.0,721.14,500.0,1500.0,1000.0,0.0,500.0,5000.0
Retired,68,5,42978.09,3229.5,591.0,6948.55,2945.75,1258.34,3829.83,3126.27,2426.14,940.87,2122.3,1752.93,2215.13,612.0,8273.97
Freelancer,48,3,101465.52,3986.91,537.0,19256.6,10905.15,2963.44,8284.77,5384.22,4167.79,3006.67,5200.12,4190.93,2442.36,1921.79,15383.92
Unemployed,63,4,28138.15,1608.63,667.0,8278.18,2683.76,2746.23,2533.45,1032.03,1609.49,1015.94,1500.0,1000.0,1835.93,500.0,5200.97
Retired,35,2,36859.63,1304.13,731.0,9026.16,5572.39,1156.44,2842.73,2033.16,1115.46,500.0,1775.49,2867.49,2242.48,1679.32,5587.83
Unemployed,63,4,16630.62,1083.62,582.0,3642.07,2272.15,1994.91,2000.0,1223.47,1063.16,773.98,1500.0,2939.3,0.0,500.0,5000.0
BusinessOwner,66,4,61164.04,3896.77,530.0,9688.97,5764.02,4126.99,4724.18,3547.56,2773.76,1434.77,2506.32,2223.69,1899.59,1534.9,12847.28
BusinessOwner,29,1,75668.82,6581.08,643.0,15556.56,6226.61,2497.44,6054.62,4886.98,3171.71,2261.1,3913.24,3309.18,1990.28,1141.93,17069.39
Retired,49,2,28200.3,1311.0,643.0,7765.37,4016.81,1000.0,2118.7,3102.4,1786.02,828.3,1796.95,1205.95,0.0,862.92,5000.0
Unemployed,44,1,7861.17,498.19,694.0,2000.0,0.0,2953.56,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,714.5,5000.0
Freelancer,58,4,73571.64,3822.88,726.0,17416.56,8326.0,5429.51,5541.18,3042.15,2849.34,1695.32,3965.78,2277.21,2749.6,1453.35,12556.41
Retired,39,2,28583.37,2169.98,645.0,8302.16,1209.77,1397.65,2520.51,2375.74,1191.07,714.66,1500.0,1000.0,2270.94,500.0,5000.0
BusinessOwner,24,0,38086.45,1356.77,798.0,10944.76,5687.07,2161.7,3702.22,3631.84,1008.65,1955.26,2261.6,1000.0,1774.47,720.09,7869.97
BusinessOwner,20,0,97827.98,6349.05,668.0,20176.08,10024.75,4260.55,8411.79,6183.89,4026.59,2254.0,5045.93,4237.31,3161.38,1288.53,16873.12
Retired,49,3,25487.49,1175.13,622.0,6272.28,3514.93,1706.73,2000.0,1000.0,500.0,1610.78,1500.0,1000.0,749.69,500.0,6858.86
Unemployed,68,4,15450.8,752.7,521.0,5918.54,1668.06,1000.0,2000.0,1000.0,1141.51,500.0,1500.0,1000.0,1641.39,555.31,5000.0
BusinessOwner,22,0,130503.9,6764.68,629.0,25000.0,10421.82,4492.84,10281.23,6935.42,5243.47,3932.8,6276.76,5576.04,5418.88,2599.35,33812.44
Unemployed,64,4,7240.12,398.53,623.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,0.0,500.0,5000.0
BusinessOwner,33,0,27545.1,1313.22,727.0,4611.93,3763.09,1398.35,2000.0,1000.0,684.62,500.0,2597.19,2179.14,0.0,709.17,5000.0
BusinessOwner,49,2,98591.37,5352.95,687.0,20195.38,10109.12,3798.5,7958.3,5675.38,3826.37,2706.29,5080.19,4242.15,1489.01,2153.03,20122.65
Salaried Employee,69,5,112603.34,9184.19,556.0,19939.54,13031.82,5562.89,9165.13,5952.73,4848.26,2855.25,5324.57,3321.19,4303.42,1754.1,21674.18
BusinessOwner,23,0,129231.58,9008.6,664.0,25000.0,13528.07,5386.92,9596.22,7855.35,5443.13,3772.49,6045.38,3385.52,3844.01,2611.28,21912.36
Freelancer,37,2,44465.73,2996.24,704.0,11086.24,2996.52,1440.93,3861.39,2374.87,1425.86,1130.46,1977.4,1203.05,1462.24,1620.11,6279.15
Retired,56,3,42806.73,1750.33,772.0,4178.84,3086.58,2993.5,4097.51,2709.81,1289.25,2209.59,3228.98,1212.18,30.75,500.0,8472.48
Retired,44,1,29956.37,965.05,721.0,9060.24,3150.01,1745.3,2309.19,1815.26,1526.7,500.0,1500.0,1952.78,371.46,573.5,5386.05
Unemployed,67,5,12974.25,896.6,711.0,4839.6,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,182.39,842.01,5000.0
BusinessOwner,20,0,140497.73,9486.54,655.0,25000.0,16559.94,7903.85,11144.97,8931.37,5649.86,4338.85,6836.92,6526.86,4360.42,3141.21,32771.84
Freelancer,65,4,50564.85,4017.55,681.0,11199.75,5719.11,3008.85,4469.98,2994.88,2084.47,981.79,2658.83,1000.0,1237.93,857.28,12896.06
Unemployed,34,0,11719.45,444.41,750.0,2350.18,3012.5,2032.54,2000.0,1000.0,624.81,695.0,1500.0,1240.99,0.0,500.0,5000.0
Salaried Employee,28,0,73183.39,3323.19,543.0,17096.66,4947.43,3199.31,7064.06,6183.74,3356.47,1996.34,3373.22,3504.13,1646.3,1463.03,16104.22
Unemployed,34,0,16046.09,276.16,622.0,5174.58,3471.46,1000.0,2031.42,1343.91,500.0,500.0,1500.0,1000.0,1327.21,500.0,5000.0
Unemployed,68,4,14476.08,610.18,588.0,2000.0,4794.86,1000.0,2000.0,1000.0,500.0,764.21,1553.24,1637.14,605.63,500.0,5000.0
BusinessOwner,43,2,110402.43,7720.6,680.0,23255.01,9058.93,5091.14,7846.15,7756.31,4132.37,2753.6,6012.42,4490.86,3740.58,2124.06,19714.55
Salaried Employee,23,0,61457.67,2499.49,748.0,11880.28,7302.87,4037.65,5060.63,5160.91,3359.07,1319.84,3468.22,2771.94,1214.52,1262.98,15575.54
Unemployed,31,0,11459.09,719.74,602.0,2457.48,1147.57,1872.94,2000.0,1000.0,1469.45,687.72,1500.0,1000.0,0.0,500.0,5000.0
Freelancer,56,4,69113.67,3192.36,459.0,12366.39,4594.72,4415.99,5751.52,4424.74,3680.14,1899.83,3685.47,3784.74,1707.24,999.29,19232.45
Freelancer,56,4,87347.71,4933.5,617.0,20965.82,9474.1,2573.19,7193.6,4450.46,3397.42,3079.32,5376.27,2545.23,2013.83,1734.57,19866.71
Retired,62,4,35696.91,965.46,723.0,9219.51,4820.1,2867.99,2385.05,2024.06,536.82,1675.99,1806.8,2093.55,1315.22,1228.47,6435.99
Salaried Employee,25,0,70082.45,3623.56,693.0,12536.95,6106.56,1665.6,6167.08,4045.7,1631.78,1780.01,3792.75,3459.78,4402.48,1426.31,18081.44
Salaried Employee,58,4,89225.44,876.44,684.0,15175.87,10671.42,5359.39,7540.82,5501.39,3262.0,3073.39,3735.82,2789.68,3163.38,1685.03,19832.12
Retired,65,4,52661.34,2436.22,628.0,9760.92,2765.99,2265.28,4700.82,3425.89,2007.42,1202.11,2220.59,3693.15,3495.01,1279.45,8076.78
Unemployed,43,2,11009.63,191.46,548.0,3070.93,0.0,1253.01,2000.0,1108.44,1090.7,1446.85,1500.0,1000.0,728.43,500.0,5000.0
Salaried Employee,30,0,52269.68,3874.22,691.0,10934.35,5431.86,1281.04,3473.81,3326.29,2524.69,1221.61,3250.52,2613.9,1127.17,1605.8,11132.08
Freelancer,32,0,80507.4,5277.11,583.0,18607.75,8088.82,5196.54,6929.53,3861.85,3334.0,2928.27,2749.1,1998.6,2658.76,1608.97,16177.14
Freelancer,53,3,57089.24,3387.3,825.0,12997.69,4634.06,1389.49,4431.95,2674.58,1838.65,2134.57,2653.31,3977.75,2959.12,1351.93,8975.76
BusinessOwner,44,2,83967.66,6752.69,696.0,18732.67,9611.16,3529.93,6022.52,4600.93,2878.32,2677.07,2701.53,2379.06,3799.72,1452.97,21745.69
Salaried Employee,26,0,61481.65,1907.26,604.0,12950.04,6944.51,2075.99,5594.55,3463.11,2586.33,1509.18,2658.44,3279.18,1441.71,1380.56,13886.48
Unemployed,23,0,15691.14,1332.92,601.0,2000.0,2856.32,1000.0,2304.99,1782.09,976.17,500.0,1500.0,1000.0,647.96,500.0,5000.0
Freelancer,27,1,12527.17,859.91,643.0,2114.04,1068.01,1000.0,2000.0,1000.0,697.03,500.0,1500.0,1000.0,0.0,500.0,5000.0
Retired,39,2,60061.17,2718.9,631.0,14132.41,6909.99,4809.15,5884.45,3317.74,1885.15,1914.05,3201.37,3033.45,2379.1,1050.7,14517.09
Unemployed,48,2,18030.74,1311.06,739.0,3503.1,1134.6,3568.44,2000.0,1844.25,1046.56,715.73,1500.0,1543.27,1628.27,500.0,5000.0
BusinessOwner,64,3,128078.5,3570.08,665.0,25000.0,15888.58,6501.08,10056.05,7444.81,5336.1,3909.1,6936.91,4106.11,3870.21,2646.28,21332.89
Retired,65,5,39907.14,1337.28,591.0,7343.93,2771.9,3112.04,2877.34,2762.76,1060.95,500.0,2004.27,2468.66,730.05,986.82,5154.03
Salaried Employee,29,1,72126.99,2728.43,801.0,12365.77,10370.64,3838.44,6588.7,4215.99,2492.92,1530.99,3625.13,3721.06,2415.9,1404.39,16522.03
BusinessOwner,62,4,135997.04,5361.06,654.0,25000.0,13652.04,7298.74,10489.69,8365.25,5784.13,3705.87,6198.52,4689.52,4372.13,2806.12,16500.88
Salaried Employee,53,2,94036.15,2714.72,712.0,19425.33,7340.35,4359.66,7890.53,5459.39,3644.19,2966.91,4206.8,5040.36,2877.89,1869.35,19521.98
Freelancer,45,2,78584.18,5851.51,601.0,14405.46,9910.54,4124.29,6007.15,5248.7,3937.94,2502.19,3516.66,1977.88,2482.63,1601.24,13959.52
BusinessOwner,60,4,119911.37,5374.78,679.0,23510.85,12179.99,6533.05,9362.76,5958.64,5047.02,3512.23,6018.8,4296.64,3475.67,2338.09,31288.87
Retired,68,5,39221.38,2237.58,675.0,5965.35,5198.82,1382.61,3652.84,2062.63,1325.54,1494.26,2000.01,1952.06,1873.81,789.82,7073.88
BusinessOwner,22,0,79320.71,3061.22,499.0,18102.63,9767.86,3888.54,6155.64,4996.5,3167.73,1866.5,4738.08,2489.98,2894.98,2395.83,20255.63
BusinessOwner,25,1,80870.93,1098.87,811.0,15585.27,8594.03,3985.12,6267.28,5279.21,3266.53,2731.25,4236.07,3445.89,1737.96,1710.91,14094.96
BusinessOwner,24,0,111243.6,6163.02,753.0,25000.0,10236.0,6388.58,9465.89,7868.98,4085.55,3574.68,4208.4,4642.6,2629.89,2418.46,27810.85
BusinessOwner,24,0,98548.58,1158.43,618.0,22767.21,11318.43,3861.4,8682.59,5600.1,3485.65,3145.23,5058.75,3792.28,2778.4,2102.38,29861.9
Salaried Employee,66,4,55210.71,2684.75,562.0,10880.05,5522.2,2708.99,4739.2,4496.23,2559.12,1565.3,2035.53,2874.35,2172.11,1025.37,8093.76
Freelancer,42,2,78219.13,1770.39,678.0,13626.93,8850.7,5822.96,5930.15,4165.93,3551.4,3261.95,3427.97,2946.08,2450.21,1952.58,16785.97
Unemployed,68,4,15143.68,1359.08,657.0,2000.0,0.0,1921.24,2000.0,1971.54,907.64,700.91,1500.0,1000.0,4.11,500.0,5110.07
BusinessOwner,28,1,87741.64,5986.37,678.0,14604.25,9444.64,5736.26,7059.29,5918.47,4267.32,2148.08,4055.41,4426.84,2815.31,2071.35,17840.46
Retired,54,3,33345.9,1737.82,665.0,3921.51,2376.71,1691.73,2828.14,1269.99,1062.95,1124.53,1500.0,1966.38,768.81,566.66,6772.2
BusinessOwner,39,1,128732.07,9690.2,690.0,25000.0,15353.17,6757.6,9804.63,7969.56,5986.42,4238.2,6538.34,5778.1,4478.3,2286.65,30821.67
Retired,68,4,51860.69,1715.22,766.0,10603.79,6120.7,3595.27,4510.37,3070.65,1623.97,1261.77,1887.63,1155.08,1788.96,1146.83,10478.66
Salaried Employee,61,3,81575.3,4965.46,695.0,17094.27,8517.32,5639.02,6568.78,5394.99,2756.67,2991.9,4257.1,3682.85,2226.56,1300.11,9351.69
Retired,54,2,41237.96,2226.69,566.0,3806.75,4853.26,1000.0,2441.18,2295.66,769.54,1428.16,3180.38,1000.0,1399.2,985.45,10582.25
Unemployed,69,5,7146.99,395.09,759.0,2000.0,0.0,1000.0,2000.0,1000.0,500.0,500.0,1500.0,1000.0,1134.94,500.0,5000.0
Freelancer,37,1,42057.13,3173.09,781.0,10185.59,6640.6,3412.3,3112.51,3618.7,1430.42,1411.55,1960.6,1624.92,862.97,745.44,7534.97
Retired,36,2,26485.44,1712.28,850.0,5870.64,5635.6,1047.38,2082.41,1510.15,1322.39,591.55,1500.0,1000.0,1076.42,500.0,6896.05
Retired,43,1,41696.04,2325.57,560.0,8044.8,4758.97,1413.08,4280.32,3162.9,1789.79,1519.47,1934.33,2300.34,1201.56,1681.17,7595.89
Freelancer,22,0,68353.13,1155.32,669.0,14800.31,9220.92,2163.5,5587.34,3920.91,2137.64,2522.7,3739.01,3385.75,2349.48,870.87,11299.81
Unemployed,51,3,15204.17,468.27,483.0,6312.43,666.69,1000.0,2000.0,2245.58,500.0,553.71,1500.0,1000.0,0.0,500.0,5000.0
BusinessOwner,54,3,134077.97,6374.85,694.0,25000.0,12212.13,5301.53,10836.55,7502.01,5177.39,4854.97,6742.58,4700.48,4099.57,3024.55,21109.81
Retired,57,4,43344.37,2248.16,606.0,8807.61,4395.82,4258.31,3291.51,2109.35,845.78,1210.98,2611.85,1000.0,2075.81,1177.8,6020.04
Freelancer,32,1,51385.33,1407.75,804.0,10662.26,5790.94,2546.83,4273.21,4302.73,1564.94,1853.97,3842.29,1685.31,885.66,1283.11,10982.37
Salaried Employee,66,5,101074.15,9928.87,588.0,24999.05,9516.43,4995.76,8376.22,5708.49,3657.56,3434.7,5909.86,4407.11,2101.64,1926.31,19290.39
Freelancer,44,1,82087.0,6593.88,515.0,12218.69,9015.35,4692.43,7171.58,6206.08,4000.29,2413.94,3843.09,3089.65,1558.59,2047.07,11312.93
Salaried Employee,28,1,75992.06,4714.73,612.0,16564.86,8058.79,4761.95,6067.22,5273.0,3135.41,2669.15,3074.05,2567.87,1460.3,1793.86,17618.58
Unemployed,23,0,14828.45,762.79,492.0,2736.08,0.0,1687.31,2005.76,1000.0,924.22,500.0,1500.0,1633.28,861.58,500.0,5000.0
BusinessOwner,33,0,110938.82,5076.1,710.0,23321.31,11872.07,6620.56,9329.12,5205.69,3688.24,3116.88,5073.45,2593.67,2344.06,2290.95,20192.22
Freelancer,56,4,82242.37,2546.36,485.0,15133.73,9519.53,3481.27,6225.67,4919.09,3886.8,1811.03,4337.79,4279.19,2258.74,1553.67,15250.48
Retired,53,2,47430.28,2445.01,652.0,9388.13,5000.23,2073.65,4899.35,2927.12,2547.76,1543.61,1780.92,1461.78,1855.71,675.71,10601.6
Unemployed,30,1,9867.39,544.24,484.0,3396.3,2715.71,1262.4,2000.0,1525.82,500.0,500.0,1500.0,1000.0,587.68,568.49,5000.0
Freelancer,60,3,60803.44,1530.11,624.0,18386.51,4254.24,2512.78,4446.71,4918.96,2079.48,2413.73,3459.18,2010.25,1554.21,1609.73,11300.95
Unemployed,22,0,26399.83,1496.44,781.0,6896.04,3341.91,1314.88,2938.44,1036.0,1303.88,1187.56,1500.0,2290.3,925.64,500.0,6144.15
Freelancer,47,2,57126.96,2678.96,679.0,9729.26,3957.27,3255.11,5609.05,4068.56,2607.27,1571.41,2383.19,1300.3,1788.81,1096.4,13039.8
Salaried Employee,48,3,74632.9,883.94,581.0,14079.06,5792.17,4516.83,5954.12,5090.3,2646.07,1649.9,4319.05,2994.7,2082.02,1449.63,18207.84
Freelancer,28,1,56675.58,1858.52,648.0,10428.29,4721.16,1056.1,4282.22,4259.26,2114.27,1916.69,1894.29,2688.97,1552.68,1123.71,11446.51
Freelancer,22,0,44264.61,1847.07,651.0,5261.63,3013.37,2927.98,3454.98,3054.83,1471.89,1883.31,2049.33,1000.0,2892.74,904.58,6833.73
Freelancer,44,2,63133.86,5540.23,688.0,11966.59,5491.39,2922.97,5408.07,2234.03,2580.56,2271.61,3135.86,1789.44,2460.53,1546.74,11166.8
Unemployed,53,2,654.27,40.0,541.0,2000.0,0.0,1000.0,2000.0,1000.0,624.76,561.87,1500.0,1000.0,1756.08,500.0,5000.0
